ID,livingSpaceIcon.svg,propertyAreaIcon.svg,descripcion,zona,localizacion,precio,bedroomIcon.svg,bathroomIcon.svg
W-02DX4J,643 ㎡,270 ㎡,Elegante casa señorial en excelente estado,Oeste,Sóller,1.980.000 EUR,4,4
W-02V7R2,665 ㎡,"1,98 ㏊",Casa Señorial Única en el Corazón de Establiments,Son Vida & Palma Alrededores,Establiments,1.525.000 EUR,4,5
W-02VDHW,,1.234 ㎡,Solar con proyecto en segunda linea de mar,Sur,Sa Torre,470.000 EUR,,
W-02VEL8,,"2,72 ㏊",Solar con vista panorámica y proyecto básico,Noreste,Manacor,1.100.000 EUR,,
W-02U1GF,,"2,64 ㏊",Terreno rustico con licencia cerca de Llubi,Central,Llubí,296.000 EUR,,
W-00AGUC,,"2,81 ㏊",Terreno con ruina de piedra y proyecto de restauración,Central,Costitx,610.000 EUR,,
W-02VC6P,191 ㎡,"1,42 ㏊",Finca para reformar en zona tranquila con mucho terreno,Suroeste,Andratx,1.200.000 EUR,2,2
W-02TJS1,432 ㎡,1.710 ㎡,Elegante Finca en Sóller con Licencia de Alquiler ETV y Ascensor - Una Rara Gema en el Corazón de la Tramuntana,Oeste,Sóller,2.990.000 EUR,7,3
W-02V9Q5,126 ㎡,,Exclusivo piso en el corazón de Santa Catalina,Palma,Santa Catalina,695.000 EUR,3,2
W-02VBU2,230 ㎡,717 ㎡,Elegante Villa con vistas al mar y al puerto,Suroeste,Port Andratx,3.900.000 EUR,4,5
W-02VBKL,272 ㎡,1.285 ㎡,Moderna villa con vistas al mar y privacidad,Suroeste,Port Andratx,6.500.000 EUR,6,6
W-02V7NK,340 ㎡,"2,13 ㏊",Finca de nueva construcción con impresionante vistas al campo cerca de Cas Concos,Sureste,Cas Concos,2.980.000 EUR,4,4
W-02TQ62,328 ㎡,538 ㎡,Magnificent sea view villa in Puerto Sóller,Oeste,Puerto de Sóller,6.450.000 EUR,5,5
W-02VA4G,226 ㎡,"2,1 ㏊",Finca de obra nueva con vistas panorámicas,Noreste,Manacor,3.240.000 EUR,3,3
W-02V798,282 ㎡,,Moderna villa con vistas al mar en lujoso complejo residencial,Suroeste,Port Andratx,3.950.000 EUR,3,3
W-02OXYT,176 ㎡,1.372 ㎡,Villa para reformar en primera linea de mar,Sur,Cala Pi,3.500.000 EUR,3,2
W-02I7RV,672 ㎡,2.080 ㎡,Fantástica villa en construcción en Son Vida,Son Vida & Palma Alrededores,Son Vida,5.350.000 EUR,5,5
W-02I7RQ,636 ㎡,2.000 ㎡,Fantástica villa en construcción en Son Vida,Son Vida & Palma Alrededores,Son Vida,5.350.000 EUR,5,5
W-02SGOZ,423 ㎡,1.334 ㎡,Sofisticada villa de lujo con preciosas vistas al mar,Suroeste,Costa d'en Blanes,5.200.000 EUR,4,5
W-02REB7,3.835 ㎡,"31,68 ㏊",Finca rústica del siglo XVIII cerca de Palma,Son Vida & Palma Alrededores,Establiments,8.000.000 EUR,,
W-02UZA8,271 ㎡,,Precioso chalet con piscina junto a la playa,Palma,Portixol & Molinar,2.950.000 EUR,4,4
W-02T4JS,369 ㎡,"1,65 ㏊",Maravillosa finca para estrenar en Alaró,Central,Alaró,3.200.000 EUR,4,5
W-02V72S,173 ㎡,387 ㎡,Moderno pareado con vistas parciales al mar,Sur,Bahía Grande / Bahía Azul,1.400.000 EUR,3,3
W-02V0MJ,173 ㎡,387 ㎡,Moderno pareado con vistas parciales al mar,Sur,Bahía Grande / Bahía Azul,1.400.000 EUR,3,3
W-02QDL9,391 ㎡,,Moderna villa de nueva construcción con vistas en Sa Font Seca,Son Vida & Palma Alrededores,Palmanyola,2.980.000 EUR,4,4
W-02V6JQ,78 ㎡,,Piso de diseño en proyecto de obra nueva,Palma,Portixol & Molinar,755.000 EUR,2,2
W-02UP9R,290 ㎡,1.000 ㎡,Magnífica villa con impresionantes vistas al mar,Suroeste,Port Andratx,11.000.000 EUR,4,4
W-02UP9N,875 ㎡,2.847 ㎡,Excepcional residencia exclusiva con fantásticas vistas al mar en Port Andratx,Suroeste,Port Andratx,26.000.000 EUR,9,8
W-02V0I2,425 ㎡,3.833 ㎡,Auténtica casa de campo mallorquina cerca de Palma,Son Vida & Palma Alrededores,Establiments,1.695.000 EUR,5,3
W-02RVX1,1.333 ㎡,4.657 ㎡,"Excepcional propiedad ""Casa Ullastre""",Suroeste,Port Andratx,41.000.000 EUR,13,12
W-02UIQB,,991 ㎡,"Solar urbano en zona residencial, Crestatx - Sa Pobla",Norte,Sa Pobla,175.000 EUR,,
W-02QSGI,265 ㎡,560 ㎡,Villas contemporáneas a pie de playa,Sureste,Cala Murada,1.195.000 EUR,3,3
W-02UM6D,416 ㎡,1.332 ㎡,Fantástica villa en Port Andratx - estilo escandinavo se une al mediterráneo,Suroeste,Port Andratx,11.650.000 EUR,4,4
W-02PSMM,451 ㎡,1.723 ㎡,Lujosa finca de pueblo de nueva construcción en Es Capdella,Suroeste,Capdella,4.500.000 EUR,5,6
W-02V30Q,300 ㎡,"1,75 ㏊",Nueva casa de campo con vistas panorámicas,Noreste,San Lorenzo,2.690.000 EUR,4,3
W-02U1EW,716 ㎡,"12,48 ㏊",Casa de campo de nueva construcción junto a una casa antigua mallorquina,Central,Inca,3.500.000 EUR,3,4
W-02TA2L,341 ㎡,1.147 ㎡,Villa con vistas al mar en exclusiva zona residencial,Suroeste,Bendinat,7.200.000 EUR,4,6
W-02QNQO,125 ㎡,,Vivienda de lujo con piscina,Palma,Playa de Palma & Arenal,1.145.000 EUR,4,3
W-02Q0SC,210 ㎡,,Adosado en segunda linea con terrazas y parking,Palma,Portixol & Molinar,3.400.000 EUR,6,4
W-02UNE1,399 ㎡,1.749 ㎡,Chalet para reformar en un lugar de ensueño cerca de Bunyola,Central,Bunyola,1.350.000 EUR,3,3
W-02T8A5,270 ㎡,,Encantadora casa de playa en primera línea de mar en Molinar,Palma,Portixol & Molinar,3.700.000 EUR,3,2
W-02SBRB,575 ㎡,305 ㎡,Preciosa casa en Sóller con garaje y jardín,Oeste,Sóller,1.700.000 EUR,6,3
W-02QQ13,437 ㎡,600 ㎡,Exclusiva casa de puelo con piscina y vista al mar,Sureste,Ses Salines,2.750.000 EUR,4,4
W-02NSRX,144 ㎡,,Impresionante ático de obra nueva con pisicna,Palma,Son Armadams,2.600.000 EUR,3,2
W-02OX92,324 ㎡,,Bonita villa con piscina en zona privilegiada,Palma,Playa de Palma & Arenal,1.390.000 EUR,5,4
W-02UT80,79 ㎡,,Nuevo ático de alta calidad en Santa Catalina con vistas al Castillo de Bellver,Palma,Santa Catalina,2.399.000 EUR,2,2
W-02UT8R,103 ㎡,,Nuevo ático de alta calidad con amplio solárium en una excelente ubicación de Palma,Palma,Santa Catalina,2.599.000 EUR,3,2
W-02UT7G,70 ㎡,,Moderno apartamento nuevo con equipamiento de primera clase y garaje en Santa Catalina,Palma,Santa Catalina,989.000 EUR,2,2
W-02UT72,51 ㎡,,Acogedor apartamento nuevo en el demandado barrio de Santa Catalina,Palma,Santa Catalina,549.000 EUR,1,1
W-02USJQ,97 ㎡,,Apartamento nuevo de alta calidad en una buena ubicación en Palma,Palma,Santa Catalina,1.399.000 EUR,3,2
W-02UUBO,305 ㎡,814 ㎡,Chalet espacioso a poca distancia del mar,Noreste,Sa Coma,1.100.000 EUR,6,4
W-009XQ7,96 ㎡,,Moderno chalet de nueva construcción cerca de Es Trenc,Sureste,Sa Rapita,695.000 EUR,2,2
W-02FK67,429 ㎡,"2,31 ㏊",Finca de piedra natural cerca del Parque Natural Mondragó,Sureste,Santanyí,3.690.000 EUR,4,4
W-02US33,126 ㎡,,Moderno chalet de nueva construcción cerca de Es Trenc,Sureste,Sa Rapita,745.000 EUR,3,3
W-01HUK0,230 ㎡,936 ㎡,Villa en primera línea con ETV en Bahía Azul,Sur,Bahía Grande / Bahía Azul,3.400.000 EUR,4,2
W-02QSC3,669 ㎡,2.335 ㎡,Concepto de diseño excepcional en zona excelente,Central,Son Gual,6.900.000 EUR,5,7
W-02TYQV,205 ㎡,997 ㎡,Villa completamente reformada en una ubicación privilegiada,Suroeste,Santa Ponsa,2.950.000 EUR,4,3
W-02N7NP,631 ㎡,"8,27 ㏊",Perfecta finca de ensueño en Es Capdella,Suroeste,Capdella,9.600.000 EUR,6,4
W-02UP7K,288 ㎡,170 ㎡,Casa de pueblo reformada con estilo,Noreste,Artá,1.150.000 EUR,4,3
W-02T7AQ,732 ㎡,"1,59 ㏊",Excepcional casa de campo de lujo en Santa Maria,Central,Santa María,8.750.000 EUR,5,5
W-00SBHW,300 ㎡,3.000 ㎡,Amplia casa de campo en Costitx,Central,Costitx,569.000 EUR,4,2
W-02S06B,760 ㎡,1.218 ㎡,Ave House - Elegante villa de lujo,Suroeste,Bendinat,13.900.000 EUR,5,5
W-02UH8H,310 ㎡,1.291 ㎡,Bonita villa con vistas panorámicas en Sa Font Seca,Son Vida & Palma Alrededores,Palmanyola,1.700.000 EUR,5,3
W-02TH6K,376 ㎡,8.193 ㎡,Majestuoso refugio costero con acceso directo al mar,Oeste,Banyalbufar,6.295.000 EUR,6,5
W-02UBKF,305 ㎡,,Encantador dúplex con jardín y posibilidad de construir una piscina en Sóller,Oeste,Sóller,1.099.000 EUR,3,2
W-02U7LZ,357 ㎡,822 ㎡,Chalet con mucho potencial,Palma,Playa de Palma & Arenal,857.000 EUR,5,3
W-02UFFM,2.425 ㎡,2.425 ㎡,Villa de nueva construcción: una combinación de naturalidad y lujo,Suroeste,Santa Ponsa,A Consultar,,
W-02UFG6,2.454 ㎡,2.454 ㎡,Chalet de nueva construcción en una amplia parcela,Suroeste,Santa Ponsa,A Consultar,,
W-02UFBK,1.260 ㎡,1.260 ㎡,Exótica villa de nueva construcción combinada con elegancia arquitectónica,Suroeste,Port Adriano,A Consultar,,
W-02UENK,202 ㎡,,Exclusivo ático en Palma con fantásticas vistas al puerto,Palma,Paseo Marítimo,2.290.000 EUR,5,4
W-02OFKN,1.480 ㎡,2.070 ㎡,Excepcional villa en construcción con vistas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,A Consultar,5,8
W-02U9H4,189 ㎡,,Exclusivo apartamento con jardín cerca de la playa en Portals Nous,Suroeste,Portals,1.495.000 EUR,4,5
W-02TJ4H,568 ㎡,3.241 ㎡,Chalet familiar con maravillosas vistas a la montaña,Central,Sa Coma - Bunyola,1.750.000 EUR,8,6
W-02QSGT,208 ㎡,523 ㎡,Villas contemporáneas a pié de playa,Sureste,Cala Murada,1.495.000 EUR,3,3
W-02UAKI,,"1,58 ㏊",Solar con licencia de obra solicitada y atractivo proyecto,Sureste,Felanitx,455.000 EUR,,
W-02U2XC,376 ㎡,118 ㎡,Edificio histórico con vistas a la Catedral en Santa Catalina,Palma,Santa Catalina,4.400.000 EUR,5,3
W-02U76X,916 ㎡,5.198 ㎡,"Espectacular villa ""Bauhaus Loft Design"" con vistas a la bahía de Palma",Son Vida & Palma Alrededores,Palmanyola,A Consultar,2,4
W-02UA58,,1.223 ㎡,Proyecto de construcción único con vistas al mar en Galilea,Son Vida & Palma Alrededores,Puigpunyent & Galilea,1.350.000 EUR,,
W-02TZDI,152 ㎡,,Fantástico apartamento en Puerto de Sóller,Oeste,Puerto de Sóller,1.100.000 EUR,3,2
W-02U4JL,,1.450 ㎡,Parcela con bonitas vistas incluido proyecto y licencia,Suroeste,Costa de la Calma,1.000.000 EUR,,
W-02U6QD,113 ㎡,,Apartamento planta baja en exclusivo complejo,Suroeste,Port Andratx,895.000 EUR,2,2
W-00DMUE,717 ㎡,11.754 ㎡,Finca con preciosas vistas y gran jardín,Central,Inca,2.375.000 EUR,4,4
W-02TD28,168 ㎡,,Villa moderna con jardín a poca distancia de la playa,Suroeste,Cala Vinyes,1.390.000 EUR,3,2
W-02JQWI,190 ㎡,,Luminoso y amplio apartamento reformado,Palma,Paseo Marítimo,1.550.000 EUR,3,2
W-02TY3X,503 ㎡,1.087 ㎡,Chalet moderno con vistas de ensueño al mar,Sur,Bahía Grande / Bahía Azul,3.250.000 EUR,5,5
W-02Q9D8,146 ㎡,"4,28 ㏊",Finca rústica cerca de Llucmajor,Sur,Llucmajor,865.000 EUR,4,2
W-02U1N3,300 ㎡,"1,56 ㏊",Finca moderna con vistas panorámicas,Noreste,Capdepera,2.980.000 EUR,4,3
W-02SOWG,171 ㎡,1.000 ㎡,Villa de diseño moderno con espaciosas terrazas,Norte,Sa Pobla,1.050.000 EUR,3,2
W-02U00Q,220 ㎡,1.010 ㎡,Encantadora casa reformada con vistas al mar y a la montaña en George Sand,Oeste,Valldemossa,830.000 EUR,2,1
W-02TY3N,,964 ㎡,Parcela en venta con vistas a las montañas en Crestatx,Norte,Sa Pobla,350.000 EUR,,
W-02TK3Y,68 ㎡,,Apartamento de planta baja con jardín y vistas al mar,Suroeste,Port Andratx,799.000 EUR,2,2
W-02T91C,203 ㎡,11.525 ㎡,Vida rural con estilo en Alaró,Central,Alaró,1.995.000 EUR,3,2
W-02SHPM,421 ㎡,"2,25 ㏊",Una joya de la arquitectura para los amantes del vino,Central,Biniali,3.995.000 EUR,4,4
W-02T0YM,368 ㎡,3.515 ㎡,Finca rústica con licencia ETV en Llucmajor,Sur,Llucmajor,750.000 EUR,4,2
W-02TXMH,354 ㎡,"1,71 ㏊",Elegante finca de nueva construcción cerca del faro de Ses Salines,Sureste,Ses Salines,2.400.000 EUR,4,4
W-02SX0C,512 ㎡,874 ㎡,Villa de nueva construcción con vistas al mar de ensueño en Nova Santa Ponsa,Suroeste,Santa Ponsa,9.890.000 EUR,4,4
W-02GT2B,760 ㎡,1.740 ㎡,Moderna villa de nueva construcción en excelente ubicación cerca de las playas,Suroeste,Sol de Mallorca,4.950.000 EUR,6,4
W-02TMCF,219 ㎡,3.467 ㎡,Encantadora casa de campo con vistas al puerto,Suroeste,Port Andratx,4.300.000 EUR,5,2
W-02TUE7,522 ㎡,"2,09 ㏊",Encantadora finca con un toque contemporáneo,Sureste,Cala Mondrago,3.999.999 EUR,4,4
W-02TPMM,273 ㎡,,Bonavida: Villa familiar de nueva construcción con piscina privada cerca de Port Andratx,Suroeste,Paguera,3.060.000 EUR,3,4
W-02TOXR,226 ㎡,,Bonavida: Impresionante villa nueva con piscina rodeada de una zona verde,Suroeste,Paguera,2.630.000 EUR,3,4
W-02TOWO,296 ㎡,,Bonavida: Bonita villa nueva con piscina privada y vista al mar,Suroeste,Paguera,4.450.000 EUR,3,4
W-02TSQN,367 ㎡,"1,84 ㏊",Proyecto de diseño de alta calidad con hermosas vistas panorámicas cerca de Es Carritxo,Sureste,Es Carritxo,3.500.000 EUR,5,5
W-0295KC,377 ㎡,1.446 ㎡,Impresionante villa en primera línea de mar,Sur,Bahía Grande / Bahía Azul,3.875.000 EUR,4,4
W-02CJI2,356 ㎡,1.141 ㎡,Villa con impresionantes vistas al mar,Palma,Genova,4.995.000 EUR,5,4
W-02TU4I,260 ㎡,400 ㎡,Chalet de nueva construcción cerca del Parque Natural de Mondrago,Sureste,Cala Mondrago,1.900.000 EUR,4,4
W-02HFBU,327 ㎡,666 ㎡,Lujo y exclusividad con acceso directo al mar,Norte,Puerto Alcudia - Alcanada,4.300.000 EUR,6,4
W-02AQI5,663 ㎡,"1,73 ㏊",Lujosa finca con impresionantes vistas,Central,Santa María,6.800.000 EUR,6,6
W-02SUIB,,1.000 ㎡,Solar edificable con proyecto y licencia cerca de Pollensa,Norte,Sa Pobla,295.000 EUR,,
W-02T0R9,388 ㎡,"1,42 ㏊",Finca idílica con licencia turistica,Sureste,Es Llombards,1.950.000 EUR,5,4
W-02TRKG,300 ㎡,9.378 ㎡,Propiedad con magníficas vistas panorámicas,Noreste,Capdepera,1.800.000 EUR,4,4
W-02C0J5,564 ㎡,"2,89 ㏊",Proyecto para casa de campo en Pollensa,Norte,Pollensa,4.000.000 EUR,4,4
W-02O7HG,330 ㎡,1.003 ㎡,Maravillosa Villa con vistas al mar,Suroeste,Costa d'en Blanes,4.500.000 EUR,5,4
W-02SC8C,221 ㎡,205 ㎡,Casa de pueblo a estrenar con piscina en Biniali,Central,Biniali,1.195.000 EUR,3,5
W-02TAJW,540 ㎡,2.500 ㎡,Moderna villa de diseño con vistas al puerto,Suroeste,Port Andratx,12.900.000 EUR,6,6
W-029ZG8,759 ㎡,1.654 ㎡,Villa frente al mar en Port Adriano,Suroeste,Port Adriano,26.000.000 EUR,7,6
W-02TG7S,377 ㎡,7.110 ㎡,Auténtica finca de piedra natural con torre tradicional,Sureste,Es Carritxo,2.850.000 EUR,3,2
W-02NBOZ,168 ㎡,,Listo para entrar a vivir: Apartamento de altas calidades con vistas al mar,Suroeste,Cas Catalá,2.900.000 EUR,2,2
W-02TIW2,218 ㎡,257 ㎡,Casa de pueblo con preciosas vistas al campo,Central,Llubí,1.320.000 EUR,3,4
W-02TGLE,386 ㎡,"1,42 ㏊",Proyecto de nueva construcción cerca de la playa natural de Cala Mondrago,Sureste,Santanyí,3.980.000 EUR,4,5
W-02TK7L,78 ㎡,,Apartamento en Primera Línea con Vistas al Puerto – en el Paseo Marítimo de Palma,Palma,Paseo Marítimo,650.000 EUR,2,2
W-02TK9Q,82 ㎡,,Apartamento con vistas en 1ª línea de mar,Suroeste,Port Andratx,1.699.000 EUR,2,2
W-02QDDA,295 ㎡,7.500 ㎡,Puro lujo con vistas incomparables,Central,Puntiró,4.500.000 EUR,4,4
W-02T79S,650 ㎡,"1,52 ㏊",Finca única en Alaró - Diseño moderno que captura la esencia de Mallorca,Central,Alaró,8.495.000 EUR,4,5
W-02T2V3,112 ㎡,,Elegante piso en una zona tranquila,Palma,La Bonanova,740.000 EUR,3,2
W-02TK7Z,170 ㎡,,Impresionante apartamento de lujo con vistas al mar,Suroeste,Sol de Mallorca,1.650.000 EUR,4,2
W-02R6T5,501 ㎡,1.030 ㎡,Arquitectura sofisticada en primera línea del mar,Suroeste,Andratx,19.850.000 EUR,5,5
W-02THLD,108 ㎡,,Nueva promoción de apartamentos con piscina comunitaria cerca del mar en Puerto Pollensa,Norte,Puerto Pollensa,795.000 EUR,3,2
W-02T8I8,135 ㎡,,Precioso apartamento con vistas al mar en Puerto Pollensa,Norte,Puerto Pollensa,550.000 EUR,2,2
W-02TKH0,163 ㎡,,Ever Marivent: Amplio apartamento de obra nueva en una comunidad única,Palma,San Agustin,2.250.000 EUR,4,3
W-02O6S6,133 ㎡,,Apartamento con vistas al mar en exclusivo complejo,Suroeste,Port Andratx,1.500.000 EUR,2,2
W-02TCM2,127 ㎡,,Apartamento con vistas al mar en un exclusivo complejo,Suroeste,Port Andratx,1.450.000 EUR,2,2
W-02TC1I,110 ㎡,,"Magnífico ático dúplex con terrazas, piscina privada y vistas al mar",Palma,Playa de Palma & Arenal,1.675.000 EUR,2,2
W-02TC1N,110 ㎡,,Espectacular ático dúplex con piscina privada y terrazas,Palma,Playa de Palma & Arenal,1.575.000 EUR,2,2
W-02THY8,,1.803 ㎡,Parcela única con vistas al mar,Noreste,Costa de Los Pinos,3.200.000 EUR,,
W-02T78W,163 ㎡,,Ever Marivent: Impresionante ático nuevo con excelentes vistas al mar,Palma,San Agustin,3.390.000 EUR,4,3
W-02TDHR,339 ㎡,,Lujosa villa con vistas al mar en New Folies,Suroeste,Port Andratx,3.750.000 EUR,3,5
W-02SH8C,259 ㎡,190 ㎡,Excepcional casa de pueblo de nueva construcción en Santa María,Central,Santa María,2.150.000 EUR,3,2
W-02OURW,281 ㎡,206 ㎡,Preciosa casa de pueblo de nueva construcción,Central,Santa María,2.450.000 EUR,3,2
W-02T117,398 ㎡,2.000 ㎡,Proyecto de nueva construcción con vistas en Son Gual,Central,Son Gual,2.450.000 EUR,4,5
W-02TG54,,2.000 ㎡,Proyecto con estructura ya construida en Son Gual,Central,Son Gual,815.000 EUR,,
W-02T5NP,220 ㎡,"1,43 ㏊",Acogedora casa de campo con ETV,Norte,Pollensa,1.800.000 EUR,3,4
W-02REV5,122 ㎡,,Lujoso piso nuevo con vistas al mar en el puerto,Palma,Paseo Marítimo,2.890.000 EUR,3,2
W-02REU9,117 ㎡,,Apartamento nuevo con vistas al puerto y al mar,Palma,Paseo Marítimo,2.450.000 EUR,2,2
W-02RETW,122 ㎡,,Lujoso apartamento nuevo con vistas al puerto,Palma,Paseo Marítimo,2.520.000 EUR,3,2
W-02RETT,117 ㎡,,Apartamento nuevo de alta calidad en el puerto,Palma,Paseo Marítimo,2.100.000 EUR,2,2
W-02SWZ4,592 ㎡,"6,15 ㏊","Propiedad de ensueño en una ubicación privilegiada, Pollensa",Norte,Pollensa,A Consultar,5,6
W-02CBAM,303 ㎡,8.629 ㎡,Finca de alta calidad en ubicación exclusiva,Central,Puntiró,3.200.000 EUR,3,3
W-02TBMY,350 ㎡,"1,43 ㏊",Finca de nueva construcción con amplia piscina en excelente ubicación,Sureste,Es Llombards,3.200.000 EUR,5,5
W-02SJVH,377 ㎡,"1,64 ㏊",Espaciosa finca con fantásticas vistas al mar,Noreste,Colonia de St. Pere,4.900.000 EUR,4,4
W-02TA0O,,3.191 ㎡,Solar con fantástico proyecto y licencia en Son Vida,Son Vida & Palma Alrededores,Son Vida,2.750.000 EUR,,
W-02T9N6,,2.574 ㎡,Amplio solar con proyecto y licencia de obras,Son Vida & Palma Alrededores,Son Vida,2.700.000 EUR,,
W-02T6IN,,"2,22 ㏊",Solar edificable con licencia cerca del pueblo,Sur,Llucmajor,625.000 EUR,,
W-02T7MP,281 ㎡,,Villa rústica con magníficas vistas al mar,Noreste,Son Servera,1.750.000 EUR,4,3
W-02SP2R,560 ㎡,1.000 ㎡,Casa de la Luz: Obra Maestra de Arquitectura y Diseño,Suroeste,Costa d'en Blanes,5.950.000 EUR,4,5
W-023FQE,550 ㎡,1.415 ㎡,Exclusiva propiedad en primera linea del mar,Sureste,Portopetro,4.500.000 EUR,3,3
W-02T74F,378 ㎡,275 ㎡,Casa de pueblo con proyecto para reformar,Central,Montuiri,390.000 EUR,3,3
W-02SRNL,518 ㎡,2.585 ㎡,En el mejor lugar del puerto con licencia de alquiler vacacional,Suroeste,Port Andratx,17.900.000 EUR,5,6
W-02T3YY,,"1,49 ㏊",Terreno con fantásticas vistas,Sureste,Felanitx,325.000 EUR,,
W-02SU64,490 ㎡,1.520 ㎡,Espectacular villa con maravillosas vistas panorámicas,Suroeste,Port Andratx,9.700.000 EUR,5,7
W-02T4HO,82 ㎡,,Apartamento con vistas parciales al mar cerca de Puerto Portals,Suroeste,Portals,798.000 EUR,3,2
W-02T3JJ,496 ㎡,8.257 ㎡,Chalet de lujo con vistas panorámicas a la bahía de Palma,Central,Son Gual,4.800.000 EUR,4,5
W-02PV86,243 ㎡,,Luminoso y espacioso piso dúplex con parking y ascensor,Palma,Palma Catedral - Casco Antiguo,2.900.000 EUR,3,3
W-02SYHD,84 ㎡,,Acogedora vivienda de obra nueva en una buena ubicación,Palma,San Agustin,745.000 EUR,2,2
W-02SSJ0,,"2,5 ㏊",Exclusiva finca con licencia de obra en Binissalem: un refugio de lujo en plena naturaleza,Central,Binissalem,1.250.000 EUR,,
W-02SQEI,354 ㎡,"2,08 ㏊",Finca mediterránea con licencia ETV,Sur,Llucmajor,1.600.000 EUR,3,2
W-02KZPP,240 ㎡,349 ㎡,Casa de pueblo reformada y moderna en Alaró,Central,Alaró,1.850.000 EUR,5,5
W-00ADXK,386 ㎡,900 ㎡,Espaciosa villa con estupendas vistas al mar,Suroeste,Costa d'en Blanes,3.495.000 EUR,5,6
W-02SVAE,,1.305 ㎡,Parcela urbana divisible. Gran oportunidad de inversión en Santa Margalida,Norte,Santa Margalida,400.000 EUR,,
W-02T00L,,"2,12 ㏊",Fabulosa parcela en una ubicación inmejorable,Norte,Muro,295.000 EUR,,
W-02FNBM,231 ㎡,800 ㎡,Villa de estilo finca en ubicación de puerto,Suroeste,Port Andratx,7.900.000 EUR,6,6
W-02T0R5,271 ㎡,"1,96 ㏊",Obra nueva planificada en una buena ubicación,Noreste,Capdepera,3.380.000 EUR,5,5
W-02NLC6,123 ㎡,,Lujosa vivienda con patio privado,Palma,Palma Catedral - Casco Antiguo,1.295.000 EUR,2,2
W-02K633,122 ㎡,,Lujoso apartamento con terraza con vistas al mar,Palma,Palma Catedral - Casco Antiguo,1.592.000 EUR,2,2
W-00ABXY,602 ㎡,8.875 ㎡,Elegante finca con fantásticas vistas,Central,Santa María,2.985.000 EUR,6,6
W-02RY0I,280 ㎡,6.280 ㎡,Casa de campo en Son Coll,Oeste,Deià,2.000.000 EUR,6,2
W-02SRCS,,2.507 ㎡,Solar llano con vistas al mar y licencia de obras en Son Vida,Son Vida & Palma Alrededores,Son Vida,4.980.000 EUR,,
W-02OKQX,236 ㎡,450 ㎡,Elegancia atemporal: un refugio para lo esencial,Suroeste,Andratx,3.500.000 EUR,3,3
W-00HGDP,532 ㎡,6 ㏊,Auténtica finca con casa de invitados con vistas al mar,Sureste,Son Macia,3.500.000 EUR,6,5
W-02N1MT,571 ㎡,1.506 ㎡,Nueva villa con vistas al mar en Santa Ponsa,Suroeste,Santa Ponsa,14.900.000 EUR,4,4
W-026LIT,686 ㎡,2.000 ㎡,Villa moderna con vistas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,10.950.000 EUR,6,7
W-02RS1B,85 ㎡,,Apartamento reformado a poca distancia del puerto,Suroeste,Portals,890.000 EUR,2,3
W-02SWGR,107 ㎡,,Casa moderna con piscina cerca de la playa,Sureste,Colonia de Sant Jordi,660.000 EUR,3,2
W-02SWGC,107 ㎡,,Casa moderna con piscina cerca de la playa,Sureste,Colonia de Sant Jordi,640.000 EUR,3,2
W-02SW9L,117 ㎡,,Moderna casa con piscina cerca de la playa,Sureste,Colonia de Sant Jordi,680.000 EUR,3,1
W-02SNU2,211 ㎡,885 ㎡,Chalet en primera línea con vistas panorámicas al bosque y al mar,Suroeste,Sol de Mallorca,3.400.000 EUR,3,3
W-02PJYF,580 ㎡,2.363 ㎡,Villa con fantásticas vistas en viejo Bendinat,Suroeste,Bendinat,29.500.000 EUR,6,6
W-02DUZ9,186 ㎡,,Elegante apartamento con invernadero,Palma,Palma Catedral - Casco Antiguo,1.290.000 EUR,3,3
W-02D3GH,116 ㎡,,Apartamento moderno en ubicación privilegiada,Palma,Palma Catedral - Casco Antiguo,800.000 EUR,3,2
W-02QGTB,155 ㎡,,Ático nuevo con piscina privada y vistas al mar,Suroeste,Santa Ponsa,2.820.000 EUR,4,3
W-02QGSK,155 ㎡,,Apartamento de alta calidad cerca de la playa,Suroeste,Santa Ponsa,1.668.300 EUR,4,3
W-02AKHV,284 ㎡,1.474 ㎡,Villa encantadora con propio acceso al mar,Suroeste,Palmanova,8.200.000 EUR,4,4
W-02BQKF,480 ㎡,,Casa histórica con tres apartamentos en Palma,Palma,Palma Catedral - Casco Antiguo,6.500.000 EUR,10,9
W-02J7HC,617 ㎡,1.290 ㎡,Villa en 1º linea del mar y con acceso privado,Suroeste,Cala Vinyes,12.000.000 EUR,5,7
W-023EGH,242 ㎡,,Moderna Planta Noble con terraza y parking,Palma,Palma Catedral - Casco Antiguo,2.400.000 EUR,3,3
W-01WZTI,144 ㎡,,Piso dúplex con parking cerca de la Catedral,Palma,Palma Catedral - Casco Antiguo,1.235.000 EUR,2,2
W-01LX25,85 ㎡,,Ático con encanto y dos soleadas terrazas,Palma,Palma Catedral - Casco Antiguo,795.000 EUR,2,1
W-02IZ9T,286 ㎡,,Apartamento único con vistas al mar,Suroeste,Bendinat,2.525.000 EUR,4,4
W-02N6H9,293 ㎡,,Villa moderna con máximo confort,Suroeste,Port Andratx,4.550.000 EUR,3,3
W-02OCPP,113 ㎡,,Apartamento dúplex con bonitas vistas al puerto,Suroeste,Port Andratx,1.450.000 EUR,2,2
